Id	Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	avg_pred1_2	avg_pred3_4
414	biomed	Mais promissoras foram as áreas sob as curvas receiver operator characteristic analysis da glicemia em jejum (0,76; IC 95% 0,66 - 0,87), homeostasis model assessment for insulin resistance (0,77; IC 95% 0,64 - 0,90) e razão triglicerídeos:colesterol HDL (0,81; IC 95% 0,66 - 0,96).Discussão: Em Pediatria, particularmente em populações maioritariamente caucasianas, a hemoglobina glicada parece ser uma má ferramenta para diagnóstico de pré-diabetes.	colesterol	0.31	0.5	0.5	0.5	0.5	0.5	0.5
415	biomed	Na suspeita de miopatia metabólica realizou biópsia muscular que revelou deposição subsarcolémica de glicogénio e ausência de atividade da miofosforilase.	deposição	0.38	0.5	0.5	0.5	0.5	0.5	0.5
416	biomed	Resultados: Quarenta e uma unidades ureterais de 32 doentes com duplicação completa foram intervencionados.	duplicação	0.28	0.5	0.5	0.5	0.5	0.5	0.5
417	news	além disso, o papel da fcc é fundamental para evitar a concentração de poder em uma ou algumas organizações empresariais midiáticas, não apenas por determinação do direito econômico de concorrência, mas também em nome da pluralidade e diversidade na formação da opinião pública, do direito à informação e também da liberdade de expressão dos cidadãos	organizações	0.16	0.5	0.25	0.11	0.5	0.38	0.31
418	bible	E aconteceu ao tempo de dar à luz que havia gêmeos em seu ventre;	luz	0.05	0.5	0.5	0.5	0.5	0.5	0.5
419	biomed	É necessária uma estratégia urgente para mudar este velho paradigma.	mudar	0.11	0.5	0.5	0.5	0.5	0.5	0.5
420	news	os líderes partidários no senado entraram em acordo para aprovar a proposta com o compromisso do veto a esse dispositivo pelo presidente interino michel temer, o que efetivamente aconteceu	veto	0.23	0.5	0.5	0.5	0.5	0.5	0.5
421	bible	Enforcaram, pois, a Hamã na forca, que ele tinha preparado para Mardoqueu. Então o furor do rei se aplacou.	mardoqueu	0.4	0.5	0.5	0.5	0.5	0.5	0.5
422	news	por isso, os países sócios adotam uma política única de taxação de produtos importados, a chamada tarifa externa comum (tec)	produtos	0.06	0.5	0.25	0.11	0.5	0.38	0.31
423	bible	Contudo, diz a casa de Israel: O caminho do Senhor não é direito. Porventura não são direitos os meus caminhos, ó casa de Israel? E não são tortuosos os vossos caminhos?	casa	0.06	0.5	0.5	0.5	0.5	0.5	0.5
424	news	na oportunidade, agustín rossi também assinou a decisão do governo argentino de iniciar as negociações para aquisição de 24 caças suecos gripen ng que serão produzidos no brasil	negociações	0.19	0.5	0.5	0.22	0.5	0.5	0.36
425	news	sempre com uma palavra amiga e de conciliação	conciliação	0.11	0.5	0.5	0.5	0.5	0.5	0.5
426	news	outro ponto que chama a atenção em alguns casos dessa nossa maneira de pensar e fazer política é como os adeptos de determinado grupo, partido ou liderança passam a agir nesse período de eleição	eleição	0.2	0.5	0.5	0.5	0.5	0.5	0.5
427	bible	Então Asa tomou toda a prata e ouro que ficaram nos tesouros da casa do SENHOR, e os tesouros da casa do rei, e os entregou nas mãos de seus servos; e o rei Asa os enviou a Ben-Hadade, filho de Tabrimom, filho de Heziom, rei da Siría, que habitava em Damasco, dizendo:	ouro	0.04	0.5	0.5	0.5	0.5	0.5	0.5
428	news	o intervalo de confiança estimado é de 95% com margem de erro estimado de 4,8%, para mais ou para menos	margem	0.14	0.5	0.5	0.5	0.5	0.5	0.5
429	bible	E a videira que a tua destra plantou, e o sarmento que fortificaste para ti.	sarmento	0.4	0.5	0.5	0.5	0.5	0.5	0.5
430	biomed	# O Lesyuk; PE Sousa; SI Rodrigues; AF Abrantes; RP de Almeida; JP Pinheiro; KB Azevedo; LP Ribeiro	KB	0.46	0.5	0.5	0.5	0.5	0.5	0.5
431	bible	Por que profetizaste no nome do SENHOR, dizendo: Como Siló será esta casa, e esta cidade será assolada, de sorte que não fique nenhum morador nela? E ajuntou-se todo o povo contra Jeremias, na casa do SENHOR.	morador	0.17	0.5	0.5	0.5	0.5	0.5	0.5
432	biomed	A influência da técnica e a optimização dos seus parâmetros na qualidade final do embalsamamento foi avaliada através da análise histológicasequencial de tecidos cadavéricos e sua classificação por método original a partir de uma amostra de 17 cadáveres do Gabinete de Doação do Departamento de Anatomia da Faculdade de Ciências Médicas da Universidade Nova de Lisboa, sujeitos à técnica de embalsamamentodesenvolvida no Departamento.	tecido	0.19	0.5	0.5	0.5	0.5	0.5	0.5
433	news	por outro lado, para fazer a crítica a tal ideologia, é necessário que as classes opostas à burguesia tenham, latentes ou fragmentários, os pensamentos que questionem a subordinação humana e a falsidade das promessas de liberdade, igualdade, fraternidade, mérito etc	pensamentos	0.11	0.5	0.5	0.5	0.5	0.5	0.5
434	bible	E edificaram os altos de Baal, que estão no Vale do Filho de Hinom, para fazerem passar seus filhos e suas filhas pelo fogo a Moloque; o que nunca lhes ordenei, nem veio ao meu coração, que fizessem tal abominação, para fazerem pecar a Judá.	vale	0.17	0.5	0.5	0.5	0.5	0.5	0.5
435	bible	As suas teias não prestam para vestes nem se poderão cobrir com as suas obras; as suas obras são obras de iniqüidade, e obra de violência há nas suas mãos.	teias	0.29	0.5	0.5	0.5	0.5	0.5	0.5
436	bible	Foram-se, pois, e chegaram ao monte, e ficaram ali três dias, até que voltaram os perseguidores, porque os perseguidores os buscaram por todo o caminho, porém não os acharam.	perseguidores	0.17	0.5	0.5	0.5	0.5	0.5	0.5
437	biomed	A zaragatoa da base da úlcera de córnea permitiu a identificação de colónias de Elizabethkingia meningoseptica.	córnea	0.33	0.5	0.5	0.5	0.5	0.5	0.5
438	news	este cruzamento apresenta elevada capacidade reprodutiva, pois a genética do porco doméstico é selecionada para um alto desempenho reprodutivo	doméstico	0.23	0.5	0.25	0.11	0.5	0.38	0.31
439	bible	E, navegando dali, chegamos no dia seguinte defronte de Quios, e no outro aportamos a Samos e, ficando em Trogílio, chegamos no dia seguinte a Mileto.	navegando	0.18	0.5	0.5	0.5	0.5	0.5	0.5
440	bible	Dos filhos de Izar foi Selomite o chefe.	chefe	0.09	0.5	0.5	0.5	0.5	0.5	0.5
441	news	apenas financiamento de veículos se manteve inalterada	financiamento	0.2	0.5	0.5	0.5	0.5	0.5	0.5
442	biomed	No futuro, acreditamos que mais progressos na compreensão da etiologia genética e as vias metabólicas vai fornecer informações valiosas sobre importantes mecanismos biológicos envolvidos na fisiologia muscular.	forma	0.2	0.5	0.5	0.5	0.5	0.5	0.5
443	biomed	Determinámos associações independentes entre hipodensidades da substância branca de provável etiologia vascular, espessura da íntima média carotídea, estenose carotídea ateromatosa e factores de risco vascular.	densidades	0.36	0.5	0.5	0.5	0.5	0.5	0.5
444	bible	E, quando orares, não sejas como os hipócritas; pois se comprazem em orar em pé nas sinagogas, e às esquinas das ruas, para serem vistos pelos homens. Em verdade vos digo que já receberam o seu galardão.	galardão	0.38	0.5	0.5	0.5	0.5	0.5	0.5
445	news	quem aluga os apartamentos durante a alta temporada reclama, alegando que as autoridades estão atuando sob influência do lobby de grandes hotéis	autoridades	0.23	0.5	0.5	0.5	0.5	0.5	0.5
446	news	com portas e saídas sinalizadas, é mais fácil retirar todo mundo do prédio em caso de emergência	prédio	0.07	0.5	0.5	0.5	0.5	0.5	0.5
447	bible	E perto do sacrifício da tarde me levantei da minha aflição, havendo já rasgado as minhas vestes e o meu manto, e me pus de joelhos, e estendi as minhas mãos para o SENHOR meu Deus;	vestes	0.21	0.5	0.5	0.5	0.5	0.5	0.5
448	bible	Então disse Davi a Gade: Estou em grande angústia; porém caiamos nas mãos do SENHOR, porque muitas são as suas misericórdias; mas nas mãos dos homens não caia eu.	Gad	0.45	0.5	0.5	0.5	0.5	0.5	0.5
449	biomed	Foi feito um estudo transversal no qual foram avaliadas radiografias em perfil do joelho, com os três métodos já consagrados pela literatura, o Insall-Salvati (IS), o Blackburne-Peel (BP) e o Caton-Deschamps (CD) e comparando-as com o ângulo platô-patela (APP).	kb	0.45	0.5	0.5	0.5	0.5	0.5	0.5
450	bible	Os seus chefes dão as sentenças por suborno, e os seus sacerdotes ensinam por interesse, e os seus profetas adivinham por dinheiro; e ainda se encostam ao SENHOR, dizendo: Não está o SENHOR no meio de nós? Nenhum mal nos sobrevirá.	sentenças	0.12	0.5	0.5	0.5	0.5	0.5	0.5
451	bible	E dizia: O reino de Deus é assim como se um homem lançasse semente à terra.	reino	0.11	0.5	0.5	0.5	0.5	0.5	0.5
452	bible	Depois disto eu continuei olhando nas visões da noite, e eis aqui o quarto animal, terrível e espantoso, e muito forte, o qual tinha dentes grandes de ferro; ele devorava e fazia em pedaços, e pisava aos pés o que sobejava; era diferente de todos os animais que apareceram antes dele, e tinha dez chifres.	pisava	0.31	0.5	0.5	0.5	0.5	0.5	0.5
453	bible	Até que de riso te encha a boca, e os teus lábios de júbilo.	boca	0.03	0.5	0.5	0.5	0.5	0.5	0.5
454	bible	E o SENHOR trovejou nos céus, o Altíssimo levantou a sua voz; e houve saraiva e brasas de fogo.	saraiva	0.36	0.5	0.5	0.5	0.5	0.5	0.5
455	biomed	Resultados: Em 78% dos casos a abordagem inicial foi médica, com encerramento comprovado da perfuração em média ao fim de 20 dias; 22% dos doentes (dois casos) foram submetidos a cirurgia sem sucesso, acabando um deles por curar sem sequelas com pausa alimentar e terapêutica médica; no outro caso verificou-se necessidade de realizar posteriormente uma esofagocoloplastia.	sucesso	0.05	0.5	0.5	0.5	0.5	0.5	0.5
456	news	"os líderes políticos existem e são muito capazes, mas em vez de trabalharem para quem os elege, não passam de capatazes do ert, da alta finança e dos mais variados interesses que patrocinam certos €uro-deputados ou euro-comissários com champanhe e caviar num edifício em bruxelas financiado pelos contribuintes…"	finança	0.16	0.5	0.5	0.5	0.5	0.5	0.5
457	bible	E, de igual modo, também de Tiago e João, filhos de Zebedeu, que eram companheiros de Simão. E disse Jesus a Simão: Não temas; de agora em diante serás pescador de homens.	Jesus	0.04	0.5	0.5	0.5	0.5	0.5	0.5
458	biomed	O contacto com diversos componentes de tintas, diluentes e produtos de limpeza está associado à sensibilização por contacto e os alergenos responsáveis por dermites de contacto alérgicas vão mudando, de acordo com os padrões de utilização e composição dos produtos.	produtos	0.1	0.5	0.5	0.5	0.5	0.5	0.5
459	bible	Estes foram oleiros, e habi-tavam nas hortas e nos cerrados; estes ficaram ali com o rei na sua obra.	oleiros	0.38	0.5	0.5	0.5	0.5	0.5	0.5
460	biomed	A encefalite antirreceptor N-metil-D-aspartato (NMDA) é uma doença autoimmune recentemente descoberta, na qual anticorpos têm como alvo os receptors NMDA no cérebro, levando à sua remoção da sinapse.	sinapse	0.53	0.5	0.5	0.5	0.5	0.5	0.5
461	biomed	A performance no MEEM e o nível educacional exerceram influência direta nos escores do FAS (p<0.001), com a educação sendo o fator mais importante.	FAS	0.55	0.5	0.5	0.5	0.5	0.5	0.5
462	bible	Os fariseus ouviram que a multidão murmurava dele estas coisas; e os fariseus e os principais dos sacerdotes mandaram servidores para o prenderem.	fariseus	0.38	0.5	0.5	0.5	0.5	0.5	0.5
463	news	também pediu aos americanos que abracem a diversidade dos estados unidos e não permitam que o terrorismo divida o país	terrorismo	0.19	0.5	0.5	0.5	0.5	0.5	0.5
464	news	ao todo serão 90 touros, superiores e elite da prova de ganho de peso (pgp) da nelore-mt com avaliação genética triplamente provada	elite	0.19	0.5	0.25	0.11	0.5	0.38	0.31
465	bible	E tomou o capitão da guarda as bacias, e os brazeiros, e as tigelas, e os caldeirões, e os castiçais, e as colheres, e os copos; tanto o que era de puro ouro, como o que era de prata maciça.	bacias	0.12	0.5	0.5	0.5	0.5	0.5	0.5
466	news	além disso, ainda disponibiliza mapa para visualização do desmatamento e focos de calor nos estados, informações sobre a metodologia de construção dos indicadores, cálculo de efetividade, além de uma série de documentos e links com informações relevantes sobre as políticas de controle do desmatamento e iniciativas de monitoramento de políticas públicas	desmatamento	0.2	0.5	0.0	0.0	0.5	0.25	0.25
467	news	garantir que o armazenamento de óleo combustível esteja em conformidade com as normas da abnt, bem como sua destinação respeite resolução do conama, com apresentação de relatório de diagnóstico em 30 dias	conformidade	0.13	0.5	0.5	0.5	0.5	0.5	0.5
468	news	os autores foram conduzidos à delegacia de polícia civil, sendo que o autor m	autor	0.1	0.5	0.5	0.22	0.5	0.5	0.36
469	bible	E perguntaram-lhe, e disseram-lhe: Por que batizas, pois, se tu não és o Cristo, nem Elias, nem o profeta?	profeta	0.2	0.5	0.5	0.5	0.5	0.5	0.5
470	news	a partir das deformidades identificadas é que se pode identificar qual a real necessidade de exercícios de alongamento, de posições estáticas, de musculação, de manipulação de vértebras, de liberação miofascial ou de tratamentos fisioterápicos	posições	0.19	0.5	0.25	0.11	0.5	0.38	0.31
471	biomed	Os dados foram comparados entre os grupos, utilizando o teste t de Student ou teste de Mann-Whitney análise.	teste	0.15	0.5	0.5	0.5	0.5	0.5	0.5
472	news	o aprendizado de um novo idioma só faz sentido quando o aluno consegue ver o propósito de seu uso	propósito	0.12	0.5	0.5	0.5	0.5	0.5	0.5
473	bible	Então Josué levantou-se, e toda a gente de guerra, para subir contra Ai; e escolheu Josué trinta mil homens valorosos, e enviou-os de noite.	valorosos	0.16	0.5	0.5	0.5	0.5	0.5	0.5
474	news	essa e outras questões serão discutidas a partir de hoje, até a próxima quinta-feira, 15, na caldeirada - comunicação e cultura, evento promovido pela faculdade de comunicação da universidade federal do pará, em parceria com o núcleo de fotografia do centro cultural sesc boulevard	comunicação	0.19	0.5	0.5	0.5	0.5	0.5	0.5
475	news	a magistrada determinou ainda a proibição de frequentar qualquer órgão público estadual, exceto para prestar declarações no interesse da autoridade policial, do mpe e do juízo e a monitoração eletrônica	declarações	0.19	0.5	0.5	0.5	0.5	0.5	0.5
476	news	a rentabilidade do sistema bancário reduziu-se, influenciada pela deterioração da qualidade do crédito e o consequente aumento das despesas com provisões	deterioração	0.45	0.5	0.25	0.11	0.5	0.38	0.31
477	biomed	Material e Métodos: Este instrumento é constituído por doze itens e foi construído tendo por base a revisÉo da literatura sobre a temática da ansiedade em meio clínico e os dados provenientes de um focus group realizado com estudantes entre o 1'º e o 5'º ano do curso de Medicina da Universidade da Beira Interior (n = 10).	º	0.35	0.5	0.5	0.5	0.5	0.5	0.5
478	bible	E suscitará a sua força e a sua coragem contra o rei do sul com um grande exército; e o rei do sul se envolverá na guerra com um grande e mui poderoso exército; mas não subsistirá, porque maquinarão projetos contra ele.	coragem	0.09	0.5	0.5	0.5	0.5	0.5	0.5
479	news	a relatora compartilha das preocupações e medos sobre regressões em proteções legais e institucionais, indicou	proteções	0.19	0.5	0.5	0.5	0.5	0.5	0.5
480	bible	Disse mais Moisés: Isso será quando o SENHOR à tarde vos der carne para comer, e pela manhã pão a fartar, porquanto o SENHOR ouviu as vossas murmurações, com que murmurais contra ele. E quem somos nós? As vossas murmurações não são contra nós, mas sim contra o SENHOR.	somos	0.06	0.5	0.5	0.5	0.5	0.5	0.5
481	bible	Então Tatenai, o governador dalém do rio, Setar-Bozenai e os seus companheiros, assim fizeram diligentemente, conforme ao que decretara o rei Dario.	rio	0.04	0.5	0.5	0.5	0.5	0.5	0.5
482	bible	Os filhos de José segundo as suas famílias, foram Manassés e Efraim.	josé	0.11	0.5	0.5	0.5	0.5	0.5	0.5
483	bible	E assentaram-se repartidos de cem em cem, e de cinqüenta em cinqüenta.	assentaram-se	0.42	0.5	0.5	0.5	0.5	0.5	0.5
484	bible	Mas a palavra do Senhor permanece para sempre.	permanece	0.15	0.5	0.5	0.5	0.5	0.5	0.5
485	news	a crise não é só do pt, é da democracia brasileira	democracia	0.14	0.5	0.5	0.5	0.5	0.5	0.5
486	news	outrora a mais sofisticada máquina de guerra da américa do sul, hoje o orçamento de defesa da argentina é o menor da américa do sul — apenas 1	orçamento	0.16	0.5	0.5	0.5	0.5	0.5	0.5
487	news	o secretário-executivo do programa de parcerias de investimentos (ppi), moreira franco, disse hoje (13) que as próximas concessões do setor de infraestrutura serão conduzidas sob o máximo rigor técnico, ou seja, só irão ao mercado os projetos com consistência e capacidade efetiva de gerar retorno à sociedade e aos investidores	consistência	0.19	0.5	0.5	0.5	0.5	0.5	0.5
